Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,FullTitle,Title,Season,Episode,Genre,Director,Casting,Year_of_Release,Country_of_Origin,Awards,Length,Description,english_title
00:00:10,2023-11-14 07:37:07,Fiona,US (United States),00:00:31,00:00:31,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... opened a textbook (Episode 3),Never Have I Ever,2, ... opened a textbook (Episode 3),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:00:01,2023-11-14 04:56:10,Fiona,US (United States),00:00:07,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... ruined someone's life (Episode 5),Never Have I Ever,2, ... ruined someone's life (Episode 5),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:27:15,2023-11-14 04:03:00,Fiona,US (United States),00:26:31,00:26:31,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... had an Indian frenemy (Episode 4),Never Have I Ever,2, ... had an Indian frenemy (Episode 4),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:13:45,2023-11-14 03:48:48,Fiona,US (United States),00:25:30,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... opened a textbook (Episode 3),Never Have I Ever,2, ... opened a textbook (Episode 3),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:11:35,2023-11-13 19:28:14,Fiona,US (United States),00:11:45,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... opened a textbook (Episode 3),Never Have I Ever,2, ... opened a textbook (Episode 3),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:00:19,2023-11-13 19:27:48,Fiona,US (United States),00:00:19,00:00:19,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... thrown a rager (Episode 2),Never Have I Ever,2, ... thrown a rager (Episode 2),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:00:01,2023-11-13 08:45:09,Fiona,US (United States),00:00:07,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... opened a textbook (Episode 3),Never Have I Ever,2, ... opened a textbook (Episode 3),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:18:01,2023-11-13 08:02:20,Fiona,US (United States),00:29:53,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... thrown a rager (Episode 2),Never Have I Ever,2, ... thrown a rager (Episode 2),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:09:32,2023-11-13 07:07:28,Fiona,US (United States),00:11:51,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... thrown a rager (Episode 2),Never Have I Ever,2, ... thrown a rager (Episode 2),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:02:03,2023-11-13 06:15:42,Fiona,US (United States),00:02:09,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... thrown a rager (Episode 2),Never Have I Ever,2, ... thrown a rager (Episode 2),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:25:37,2023-11-13 05:12:45,Fiona,US (United States),00:26:08,00:26:08,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... been a playa (Episode 1),Never Have I Ever,2, ... been a playa (Episode 1),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:00:45,2023-11-13 05:11:52,Fiona,US (United States),00:00:41,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 2: ... been a playa (Episode 1),Never Have I Ever,2, ... been a playa (Episode 1),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:20:56,2023-11-13 04:43:26,Fiona,US (United States),00:27:26,00:27:26,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... said I'm sorry (Episode 10),Never Have I Ever,1, ... said I'm sorry (Episode 10),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:06:21,2023-11-13 04:06:46,Fiona,US (United States),00:06:39,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... said I'm sorry (Episode 10),Never Have I Ever,1, ... said I'm sorry (Episode 10),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:00:12,2023-11-13 03:34:11,Fiona,US (United States),00:00:18,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... said I'm sorry (Episode 10),Never Have I Ever,1, ... said I'm sorry (Episode 10),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:23:08,2023-11-13 03:08:09,Fiona,US (United States),00:23:09,00:23:09,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... had to be on my best behavior (Episode 9),Never Have I Ever,1, ... had to be on my best behavior (Episode 9),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:15:32,2023-11-13 02:48:24,Fiona,US (United States),00:27:22,00:27:22,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... pissed off everyone I know (Episode 8),Never Have I Ever,1, ... pissed off everyone I know (Episode 8),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:10:46,2023-11-13 02:05:03,Fiona,US (United States),00:10:52,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... pissed off everyone I know (Episode 8),Never Have I Ever,1, ... pissed off everyone I know (Episode 8),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:21:06,2023-11-13 01:43:54,Fiona,US (United States),00:23:26,00:23:26,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,"Never Have I Ever: Season 1: ... been a big, fat liar (Episode 7)",Never Have I Ever,1," ... been a big, fat liar (Episode 7)","Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:01:59,2023-11-13 01:38:38,Fiona,US (United States),00:02:10,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,"Never Have I Ever: Season 1: ... been a big, fat liar (Episode 7)",Never Have I Ever,1," ... been a big, fat liar (Episode 7)","Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:12:57,2023-11-13 01:16:56,Fiona,US (United States),00:22:01,00:22:01,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... been the loneliest boy in the world (Episode 6),Never Have I Ever,1, ... been the loneliest boy in the world (Episode 6),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:00:05,2023-11-13 01:16:38,Fiona,US (United States),00:02:13,00:02:13,,Autoplayed: user action: None; ,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... started a nuclear war (Episode 5),Never Have I Ever,1, ... started a nuclear war (Episode 5),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:00:09,2023-11-13 01:16:04,Fiona,US (United States),00:02:08,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... started a nuclear war (Episode 5),Never Have I Ever,1, ... started a nuclear war (Episode 5),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:01:47,2023-11-12 19:40:34,Fiona,US (United States),00:01:57,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... been the loneliest boy in the world (Episode 6),Never Have I Ever,1, ... been the loneliest boy in the world (Episode 6),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:14:39,2023-11-12 19:25:48,Fiona,US (United States),00:28:03,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... started a nuclear war (Episode 5),Never Have I Ever,1, ... started a nuclear war (Episode 5),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:14:07,2023-11-12 10:40:26,Fiona,US (United States),00:13:33,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... started a nuclear war (Episode 5),Never Have I Ever,1, ... started a nuclear war (Episode 5),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:11:22,2023-11-12 10:29:03,Fiona,US (United States),00:20:43,00:20:43,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... felt super Indian (Episode 4),Never Have I Ever,1, ... felt super Indian (Episode 4),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:00:13,2023-11-12 10:28:10,Fiona,US (United States),00:06:28,00:06:28,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Ginny & Georgia: Season 1: Pilot (Episode 1),Ginny & Georgia,1, Pilot (Episode 1),"Comedy, Drama",,"Antonia Gentry, Brianne Howey, Diesel La Torraca, Jennifer Robertson, Felix Mallard",2021,US,,,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy.",Ginny & Georgia
00:09:30,2023-11-12 10:14:35,Fiona,US (United States),00:09:21,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... felt super Indian (Episode 4),Never Have I Ever,1, ... felt super Indian (Episode 4),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:23:57,2023-11-12 09:48:53,Fiona,US (United States),00:28:34,00:28:34,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... gotten drunk with the popular kids (Episode 3),Never Have I Ever,1, ... gotten drunk with the popular kids (Episode 3),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
01:05:52,2023-11-11 20:07:35,Fiona,US (United States),01:05:05,01:05:05,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 16 (Episode 16),Destined with You,, Episode 16 (Episode 16),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:06:01,2023-11-11 19:45:15,Fiona,US (United States),00:05:37,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... gotten drunk with the popular kids (Episode 3),Never Have I Ever,1, ... gotten drunk with the popular kids (Episode 3),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:26:22,2023-11-11 19:18:01,Fiona,US (United States),00:28:24,00:28:24,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... had sex with Paxton Hall-Yoshida (Episode 2),Never Have I Ever,1, ... had sex with Paxton Hall-Yoshida (Episode 2),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:02:34,2023-11-11 19:14:56,Fiona,US (United States),00:02:22,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: ... had sex with Paxton Hall-Yoshida (Episode 2),Never Have I Ever,1, ... had sex with Paxton Hall-Yoshida (Episode 2),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:13:26,2023-11-11 19:00:03,Fiona,US (United States),00:26:22,00:26:22,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: Pilot (Episode 1),Never Have I Ever,1, Pilot (Episode 1),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:14:25,2023-11-11 10:47:21,Fiona,US (United States),00:13:46,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Never Have I Ever: Season 1: Pilot (Episode 1),Never Have I Ever,1, Pilot (Episode 1),"Comedy, Drama",,"Maitreyi Ramakrishnan, Darren Barnet, Poorna Jagannathan, Jaren Lewison, Lee Rodriguez",2020,US,,30 min,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.",Never Have I Ever
00:04:55,2023-11-11 10:41:20,Fiona,US (United States),00:06:15,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Ginny & Georgia: Season 1: Pilot (Episode 1),Ginny & Georgia,1, Pilot (Episode 1),"Comedy, Drama",,"Antonia Gentry, Brianne Howey, Diesel La Torraca, Jennifer Robertson, Felix Mallard",2021,US,,,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy.",Ginny & Georgia
00:09:49,2023-11-05 19:25:06,Fiona,US (United States),00:47:25,00:47:25,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 14 (Episode 14),Destined with You,, Episode 14 (Episode 14),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:00:40,2023-10-18 04:37:42,Fiona,US (United States),00:28:14,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 14 (Episode 14),Destined with You,, Episode 14 (Episode 14),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:12:57,2023-10-16 03:24:30,Fiona,US (United States),00:27:34,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 14 (Episode 14),Destined with You,, Episode 14 (Episode 14),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:00:34,2023-10-16 02:52:55,Fiona,US (United States),00:01:29,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 14 (Episode 14),Destined with You,, Episode 14 (Episode 14),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:56:14,2023-10-16 01:39:55,Fiona,US (United States),00:59:46,00:59:46,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 13 (Episode 13),Destined with You,, Episode 13 (Episode 13),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:04:10,2023-10-15 19:44:23,Fiona,US (United States),00:04:51,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 13 (Episode 13),Destined with You,, Episode 13 (Episode 13),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:12:33,2023-10-14 07:58:40,Fiona,US (United States),01:05:16,01:05:16,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 12 (Episode 12),Destined with You,, Episode 12 (Episode 12),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:06:16,2023-10-12 20:16:11,Fiona,US (United States),00:52:53,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 12 (Episode 12),Destined with You,, Episode 12 (Episode 12),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:42:31,2023-10-12 04:53:37,Fiona,US (United States),00:46:36,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 12 (Episode 12),Destined with You,, Episode 12 (Episode 12),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:02:26,2023-10-08 09:12:34,Fiona,US (United States),00:04:14,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 12 (Episode 12),Destined with You,, Episode 12 (Episode 12),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:39:17,2023-10-08 08:32:14,Fiona,US (United States),01:00:52,01:00:52,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 11 (Episode 11),Destined with You,, Episode 11 (Episode 11),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:58:48,2023-10-07 23:44:32,Fiona,US (United States),00:58:31,00:58:31,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,The Devil's Plan: Season 1: Episode 8 (Episode 8),The Devil's Plan,1, Episode 8 (Episode 8),Reality,,"CHUU, Jung Hyun-gyu, Lee Seung-hyun, Choi Hyun-joon, Kang Ji-young",2023,KR,,,"It's the ultimate showdown of wits, brains, strategy, and alliances for a chance to win 500 million won.",The Devil's Plan
00:00:08,2023-10-07 23:44:16,Fiona,US (United States),01:09:43,01:09:43,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,The Devil's Plan: Season 1: Episode 7 (Episode 7),The Devil's Plan,1, Episode 7 (Episode 7),Reality,,"CHUU, Jung Hyun-gyu, Lee Seung-hyun, Choi Hyun-joon, Kang Ji-young",2023,KR,,,"It's the ultimate showdown of wits, brains, strategy, and alliances for a chance to win 500 million won.",The Devil's Plan
00:10:04,2023-10-07 23:31:19,Fiona,US (United States),00:21:15,Not latest view,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,Destined with You: Limited Series: Episode 11 (Episode 11),Destined with You,, Episode 11 (Episode 11),"Drama, Sci-Fi & Fantasy, Comedy",,"Rowoon, Cho Bo-ah, Ha Jun, Yura, Lee Pil-mo",2023,KR,,65 min,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,Destined with You
00:00:04,2023-10-07 23:30:33,Fiona,US (United States),00:58:51,00:58:51,,,Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad,The Devil's Plan: Season 1: Episode 6 (Episode 6),The Devil's Plan,1, Episode 6 (Episode 6),Reality,,"CHUU, Jung Hyun-gyu, Lee Seung-hyun, Choi Hyun-joon, Kang Ji-young",2023,KR,,,"It's the ultimate showdown of wits, brains, strategy, and alliances for a chance to win 500 million won.",The Devil's Plan
