"Duration","Start Time","Profile Name","Country","Bookmark","Latest Bookmark","Supplemental Video Type","Attributes","Device Type","Title"
"00:00:11","2025-09-24 14:27:54","Santo","VN (Vietnam)","00:00:11","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 2 Genre Specific Moment Clip 2: Sex/Life"
"00:02:36","2025-09-24 14:24:30","Santo","VN (Vietnam)","00:02:36","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Until You Burn: Season 1: Episode 1 (Episode 1)"
"00:05:13","2025-09-24 13:43:30","Celine","TW (Taiwan)","00:05:52","Not latest view","","","Chrome PC (Cadmium)","浪漫的體質：迷你影集：第 2 集（第 2 集）"
"00:15:06","2025-09-24 13:26:31","Celine","TW (Taiwan)","01:01:24","01:01:24","","","Chrome PC (Cadmium)","浪漫的體質：迷你影集：第 1 集（第 1 集）"
"00:09:53","2025-09-24 05:43:30","Celine","TW (Taiwan)","00:46:18","Not latest view","","","Chrome PC (Cadmium)","浪漫的體質：迷你影集：第 1 集（第 1 集）"
"00:10:14","2025-09-24 04:09:20","Celine","TW (Taiwan)","00:36:25","Not latest view","","","Chrome PC (Cadmium)","浪漫的體質：迷你影集：第 1 集（第 1 集）"
"00:26:11","2025-09-23 15:51:24","Celine","TW (Taiwan)","00:26:11","Not latest view","","","Chrome PC (Cadmium)","浪漫的體質：迷你影集：第 1 集（第 1 集）"
"00:00:06","2025-09-23 15:51:08","Celine","TW (Taiwan)","00:00:39","Not latest view","","","Chrome PC (Cadmium)","浪漫的體質：迷你影集：第 1 集（第 1 集）"
"00:00:11","2025-09-23 15:51:06","Celine","TW (Taiwan)","00:00:11","Not latest view","HOOK","Autoplayed: user action: None; ","Chrome PC (Cadmium)","Be Melodramatic: Limited Series_hook_02_16x9_backfill"
"00:00:42","2025-09-23 15:49:54","Celine","TW (Taiwan)","00:00:42","Not latest view","HOOK","Autoplayed: user action: None; ","Chrome PC (Cadmium)","Be Melodramatic: Limited Series_hook_02_16x9_backfill"
"00:00:05","2025-09-23 15:48:59","Celine","TW (Taiwan)","00:00:05","00:00:05","TEASER_TRAILER","Autoplayed: user action: None; ","Chrome PC (Cadmium)","第 1 季（前導預告 2）：《犯罪現場 Zero》"
"01:16:23","2025-09-23 13:36:20","Celine","TW (Taiwan)","01:28:00","01:28:00","","Autoplayed: user action: User_Interaction; ","Chunghwa Telecom CHTMOD MVPD STB","淚之女王：迷你影集：第 13 集（第 13 集）"
"01:01:53","2025-09-23 12:32:13","Celine","TW (Taiwan)","01:32:29","01:32:29","","Autoplayed: user action: User_Interaction; ","Chunghwa Telecom CHTMOD MVPD STB","淚之女王：迷你影集：第 12 集（第 12 集）"
"00:30:07","2025-09-23 12:01:52","Celine","TW (Taiwan)","01:25:23","01:25:23","","","Chunghwa Telecom CHTMOD MVPD STB","淚之女王：迷你影集：第 11 集（第 11 集）"
"00:12:00","2025-09-23 11:49:23","Celine","TW (Taiwan)","00:51:16","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","淚之女王：迷你影集：第 11 集（第 11 集）"
"00:10:40","2025-09-23 11:34:56","Celine","TW (Taiwan)","01:36:43","01:36:43","","","Chunghwa Telecom CHTMOD MVPD STB","直到黎明"
"00:00:06","2025-09-23 11:33:44","Celine","TW (Taiwan)","00:00:06","00:00:06","HOOK","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","Queen Mantis: Season 1_hook_01"
"00:00:05","2025-09-23 00:10:45","Santo","VN (Vietnam)","00:00:05","00:00:05","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Supporting Character Clip: Supersex"
"00:00:05","2025-09-23 00:10:38","Santo","VN (Vietnam)","00:00:05","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Genre Specific Moment Clip: Fishbowl Wives"
"00:00:12","2025-09-23 00:10:18","Santo","VN (Vietnam)","00:00:13","00:00:13","TEASER_TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Teaser : Glitter"
"00:00:15","2025-09-23 00:09:52","Santo","VN (Vietnam)","00:00:15","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Supporting Character Clip: Supersex"
"00:00:04","2025-09-23 00:09:09","Santo","VN (Vietnam)","00:00:05","Not latest view","TEASER_TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Teaser : Glitter"
"00:00:07","2025-09-23 00:09:00","Santo","VN (Vietnam)","00:00:07","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Supporting Character Clip: Supersex"
"00:00:08","2025-09-23 00:08:29","Santo","VN (Vietnam)","00:00:08","00:00:08","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 2 Clip 9: Fatal Seduction"
"00:32:20","2025-09-22 14:47:30","Santo","SG (Singapore)","00:32:21","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: Pain (Episode 10)"
"00:07:58","2025-09-22 14:39:21","Santo","SG (Singapore)","00:28:19","00:28:19","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: A Happy New Year (Episode 9)"
"00:07:33","2025-09-22 14:29:47","Santo","SG (Singapore)","00:20:17","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: A Happy New Year (Episode 9)"
"00:00:08","2025-09-22 14:29:21","Santo","SG (Singapore)","00:00:08","00:00:08","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Genre Specific Moment Clip: Supersex"
"00:00:26","2025-09-22 14:28:42","Santo","SG (Singapore)","00:00:27","Not latest view","TEASER_TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Teaser : Glitter"
"00:00:21","2025-09-22 14:28:17","Santo","SG (Singapore)","00:00:21","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Genre Specific Moment Clip: Supersex"
"00:12:41","2025-09-22 11:05:25","Santo","SG (Singapore)","00:12:42","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: A Happy New Year (Episode 9)"
"00:00:19","2025-09-22 11:05:02","Santo","SG (Singapore)","00:28:41","00:28:41","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Deputy President (Episode 8)"
"00:04:42","2025-09-22 00:54:30","Santo","SG (Singapore)","00:28:20","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Deputy President (Episode 8)"
"00:04:13","2025-09-22 00:49:37","Santo","SG (Singapore)","00:23:36","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Deputy President (Episode 8)"
"00:13:30","2025-09-21 15:08:23","Santo","VN (Vietnam)","00:19:21","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Deputy President (Episode 8)"
"00:05:48","2025-09-21 14:30:01","Santo","VN (Vietnam)","00:05:49","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Deputy President (Episode 8)"
"00:00:02","2025-09-21 12:54:21","Santo","SG (Singapore)","00:00:03","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Deputy President (Episode 8)"
"00:10:19","2025-09-21 12:43:58","Santo","SG (Singapore)","00:30:46","00:30:46","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Boy Next Door (Episode 7)"
"00:05:01","2025-09-21 10:57:54","Santo","VN (Vietnam)","00:20:25","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Boy Next Door (Episode 7)"
"00:15:21","2025-09-21 10:41:55","Santo","SG (Singapore)","00:15:22","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: The Boy Next Door (Episode 7)"
"00:01:20","2025-09-21 10:38:21","Santo","SG (Singapore)","00:28:32","00:28:32","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: Behind The Mask (Episode 6)"
"00:25:01","2025-09-21 08:04:26","Santo","MO (Macau)","00:25:02","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: Behind The Mask (Episode 6)"
"00:01:51","2025-09-21 08:02:29","Santo","MO (Macau)","00:28:27","00:28:27","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: Remember To Forget (Episode 5)"
"00:03:00","2025-09-21 07:55:41","Santo","MO (Macau)","00:03:01","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Burning Betrayal"
"00:15:23","2025-09-21 07:40:02","Santo","MO (Macau)","00:33:04","00:33:04","","","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1: Uncensored (Episode 2)"
"00:03:08","2025-09-21 06:40:04","Santo","MO (Macau)","00:17:39","Not latest view","","","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1: Uncensored (Episode 2)"
"00:05:04","2025-09-21 06:30:44","Santo","MO (Macau)","00:14:29","Not latest view","","","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1: Uncensored (Episode 2)"
"00:13:46","2025-09-21 06:15:30","Celine","TW (Taiwan)","00:32:09","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","直到黎明"
"00:00:10","2025-09-21 06:14:58","Celine","TW (Taiwan)","00:00:10","00:00:10","HOOK","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","My Lovely Liar: Season 1_hook_primary"
"00:06:20","2025-09-21 06:05:44","Santo","MO (Macau)","00:09:23","Not latest view","","","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1: Uncensored (Episode 2)"
"00:00:09","2025-09-20 19:26:42","Santo","TW (Taiwan)","00:00:09","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Main Character Intro Clip: Lady Chatterley's Lover"
"00:00:10","2025-09-20 19:26:27","Santo","TW (Taiwan)","00:00:10","00:00:10","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Genre Specific Moment Clip: Burning Betrayal"
"00:00:24","2025-09-20 19:25:48","Santo","TW (Taiwan)","00:00:24","00:00:24","TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1 Revolution"
"00:00:06","2025-09-20 19:25:10","Santo","TW (Taiwan)","00:00:07","Not latest view","TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1 Revolution"
"00:02:29","2025-09-20 19:21:29","Santo","TW (Taiwan)","00:02:35","Not latest view","","","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1: Uncensored (Episode 2)"
"00:22:20","2025-09-20 19:00:12","Santo","TW (Taiwan)","00:43:47","00:43:47","","","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1: The Hidden Side (Episode 1)"
"00:00:05","2025-09-20 18:52:42","Santo","TW (Taiwan)","00:00:05","Not latest view","TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1 Revolution"
"00:14:12","2025-09-20 18:37:43","Santo","TW (Taiwan)","00:48:55","00:48:55","","","Apple iPhone 16 Pro Max iPhone","Toy Boy: Season 1: Pilot (Episode 1)"
"00:00:04","2025-09-20 18:37:21","Santo","TW (Taiwan)","00:00:04","Not latest view","TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1 Revolution"
"00:00:05","2025-09-20 15:25:29","Santo","TW (Taiwan)","00:00:05","00:00:05","TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 1 Trailer: Romantics Anonymous"
"00:00:09","2025-09-20 15:24:55","Santo","TW (Taiwan)","00:00:09","00:00:09","TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Trailer: Mantis"
"00:00:09","2025-09-20 15:24:53","Santo","TW (Taiwan)","00:00:09","00:00:09","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Not a Murder Story: Season 1_hook_primary"
"00:02:08","2025-09-20 15:22:22","Santo","TW (Taiwan)","00:32:24","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Toy Boy: Season 1: Pilot (Episode 1)"
"00:06:07","2025-09-20 15:15:58","Santo","TW (Taiwan)","00:26:33","Not latest view","","","Apple iPhone 16 Pro Max iPhone","Fatal Seduction: Season 2: Remember To Forget (Episode 5)"
"00:00:43","2025-09-20 15:15:10","Santo","TW (Taiwan)","00:00:43","00:00:43","HOOK","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","Season 2 Clip 6: Fatal Seduction"
"00:00:05","2025-09-20 15:14:48","Santo","TW (Taiwan)","00:00:05","Not latest view","TRAILER","Autoplayed: user action: None; ","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1 Revolution"
"00:00:08","2025-09-20 15:14:22","Santo","TW (Taiwan)","00:21:27","Not latest view","","","Apple iPhone 16 Pro Max iPhone","The Naked Director: Season 1: The Hidden Side (Episode 1)"
"00:11:24","2025-09-20 09:14:14","Celine","TW (Taiwan)","00:40:33","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","淚之女王：迷你影集：第 11 集（第 11 集）"
"00:00:08","2025-09-20 09:13:38","Celine","TW (Taiwan)","00:00:08","00:00:08","HOOK","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","迷你影集（預告 2）：《妳和其餘的一切》"
"00:00:07","2025-09-20 09:13:13","Celine","TW (Taiwan)","00:00:07","00:00:07","TRAILER","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","第 1 季（預告）：《Start-Up：我的新創時代》"
"00:00:05","2025-09-20 09:12:44","Celine","TW (Taiwan)","00:00:05","00:00:05","HOOK","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","Our Unwritten Seoul: Limited Series_hook_01"
"00:00:03","2025-09-20 09:11:59","Celine","TW (Taiwan)","00:18:23","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","直到黎明"
"00:11:20","2025-09-20 07:03:09","Celine","TW (Taiwan)","00:18:20","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","直到黎明"
"00:02:35","2025-09-20 05:53:55","Celine","TW (Taiwan)","00:07:02","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","直到黎明"
"00:29:34","2025-09-20 05:05:27","Fiona","US (United States)","00:29:12","00:29:12","","","Edge OSS - Windows (Cadmium)","Bon Appétit, Your Majesty: Limited Series: Course N° 5 Snowflake Schnitzel (Episode 5)"
"00:09:23","2025-09-20 04:44:34","Fiona","US (United States)","01:19:26","01:19:26","","","Edge OSS - Windows (Cadmium)","Bon Appétit, Your Majesty: Limited Series: Course N° 4 **** and Spinach Doenjang Soup (Episode 4)"
"00:00:06","2025-09-20 04:44:24","Fiona","US (United States)","00:00:06","00:00:06","HOOK","Autoplayed: user action: None; ","Edge OSS - Windows (Cadmium)","Clip 2: The Wrong Paris"
"00:04:28","2025-09-20 03:38:40","Celine","TW (Taiwan)","00:04:28","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","直到黎明"
"00:00:04","2025-09-20 03:38:23","Celine","TW (Taiwan)","00:00:04","00:00:04","HOOK","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","Your Love Song_hook_primary"
"00:00:06","2025-09-20 03:38:05","Celine","TW (Taiwan)","00:00:06","00:00:06","HOOK","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","Legends of the Condor Heroes: The Gallants_hook_primary"
"00:05:35","2025-09-20 02:08:58","Celine","TW (Taiwan)","00:26:02","Not latest view","","Autoplayed: user action: User_Interaction; ","Chunghwa Telecom CHTMOD MVPD STB","淚之女王：迷你影集：第 11 集（第 11 集）"
